vin,wmi,make,model,year,plant,region,verified_by,verified_at,source_type,confidence_cap
AAVVW4566JW653509,AAV,Volkswagen,Golf,2018,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGEF7894RD100089,1HG,Honda,Civic,2024,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW347GM957580,ABM,BMW,X5,2016,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA123451RH025337,AFA,Ford,Everest,2024,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40S01266650,JTD,Toyota,Yaris,2025,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW128KW714827,ABM,BMW,X3,2019,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW345LB972083,ABM,BMW,3 Series,2020,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB123XTB369745,1HG,Honda,HR-V,2026,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG7899SA415427,KMH,Hyundai,i30,2025,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62D46174365,JTD,Toyota,RAV4,2013,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4567CD997549,1HG,Honda,Accord,2012,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51P56169009,JTD,Toyota,Camry,2023,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4569KB292505,1HG,Honda,HR-V,2019,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB4RC384698,AHT,Toyota,Yaris,2024,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0122AB971316,KMH,Hyundai,Tucson,2010,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA123452SH632725,AFA,Ford,Ranger,2025,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4560SB427814,KMH,Hyundai,i30,2025,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAABCDE4MH508989,AFA,Ford,Everest,2021,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1237AW117130,AAV,Volkswagen,Golf,2010,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1J8PF159454,AFA,Ford,Everest,2023,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG7893CD377239,KMH,Hyundai,Sonata,2012,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG7891CA944663,KMH,Hyundai,Santa Fe,2012,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0120TD494568,KMH,Hyundai,Tucson,2026,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLA1K880523,1FA,Ford,Explorer,2010,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7R5F874009,WA1,Audi,A4,2024,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW568SM363989,ABM,BMW,X3,2025,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6T6F481823,WA1,Audi,Q5,2026,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLS2K669361,1FA,Ford,F-150,2025,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40D81294696,JTD,Toyota,Camry,2013,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4567BD025308,KMH,Hyundai,i30,2011,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62C75164705,JTD,Toyota,Camry,2012,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6E2N280667,WA1,Audi,A6,2014,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1235TX917289,AAV,Volkswagen,Touran,2026,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34C0N345215,WA1,Audi,A4,2012,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55B0F350060,WA1,Audi,Q3,2011,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGEF7895GB114821,1HG,Honda,Civic,2016,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1232SW725526,AAV,Volkswagen,Polo,2025,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12S8A110909,WBA,BMW,318i,2025,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMR1F695814,1FA,Ford,F-150,2024,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0125MD146305,1HG,Honda,Civic,2021,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB8BC176328,AHT,Toyota,Yaris,2011,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0120RB974779,1HG,Honda,HR-V,2024,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW566NW283583,ABM,BMW,X3,2022,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW127DB289241,ABM,BMW,3 Series,2013,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB2KD742247,AHT,Toyota,Yaris,2019,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLJ3N482149,1FA,Ford,Escape,2018,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THF7F246935,1FA,Ford,Explorer,2015,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1232JC990985,1HG,Honda,Accord,2018,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG7897RA324649,KMH,Hyundai,Tucson,2024,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6G7E365691,WA1,Audi,A4,2016,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51E0K402724,WBA,BMW,X3,2014,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12N1A038691,WBA,BMW,320i,2022,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4561JB807303,1HG,Honda,HR-V,2018,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1239EA001508,KMH,Hyundai,Tucson,2014,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51F01433638,JTD,Toyota,Camry,2015,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ012XBC057259,KMH,Hyundai,Santa Fe,2011,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW78XRB638234,ABM,BMW,X5,2024,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THA4F537428,1FA,Ford,Escape,2010,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91R5F478382,WBA,BMW,X5,2024,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55J7N958458,WA1,Audi,A6,2018,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLB3N468388,1FA,Ford,Mustang,2011,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4560EA218450,1HG,Honda,Civic,2014,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55FXN265800,WA1,Audi,A6,2015,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDBR32B35928434,JTD,Toyota,Corolla,2011,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6M8N685317,WA1,Audi,Q5,2021,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB9DB161377,AHT,Toyota,Hilux,2013,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW785DB741358,ABM,BMW,5 Series,2013,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG7899SD837924,KMH,Hyundai,Tucson,2025,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW7899JV333825,AAV,Volkswagen,Touran,2018,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0121HC292903,KMH,Hyundai,Santa Fe,2017,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34R9D754207,WA1,Audi,Q3,2024,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34P2A303578,WBA,BMW,X5,2023,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12J8A712016,WBA,BMW,318i,2018,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW342JM102406,ABM,BMW,X3,2018,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVWABC1CV644511,AAV,Volkswagen,Golf,2012,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678908DF011294,AFA,Ford,Focus,2013,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4561CD528365,KMH,Hyundai,Sonata,2012,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKD7K165974,1FA,Ford,Mustang,2013,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62N50941099,JTD,Toyota,Yaris,2022,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6K1N846384,WA1,Audi,Q3,2019,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW126CM622810,ABM,BMW,5 Series,2012,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55N4N274924,WA1,Audi,A4,2022,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW128CM839565,ABM,BMW,3 Series,2012,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0125NA192168,1HG,Honda,HR-V,2022,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1J4DG300560,AFA,Ford,Everest,2013,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA67890XJH612576,AFA,Ford,Fiesta,2018,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34LXD346693,WA1,Audi,A4,2020,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0121CA894453,1HG,Honda,Civic,2012,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1232LC974585,KMH,Hyundai,Tucson,2020,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0126MD329650,1HG,Honda,Accord,2021,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1230DA287117,KMH,Hyundai,Tucson,2013,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1230KC069740,1HG,Honda,Civic,2019,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1232FX904293,AAV,Volkswagen,Tiguan,2015,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW784KM345553,ABM,BMW,5 Series,2019,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD456XFC120824,1HG,Honda,Accord,2015,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1231FC302952,1HG,Honda,Civic,2015,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4569MC477169,KMH,Hyundai,Sonata,2021,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1233DC212108,KMH,Hyundai,i30,2013,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55RXD570816,WA1,Audi,Q3,2024,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB123XHD827778,1HG,Honda,HR-V,2017,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1239TC427743,1HG,Honda,CR-V,2026,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1230CW681365,AAV,Volkswagen,Golf,2012,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGEF7894LA905213,1HG,Honda,CR-V,2020,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4565LB593421,1HG,Honda,Accord,2020,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA123453PH344414,AFA,Ford,Focus,2023,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55H3D627172,WA1,Audi,A6,2017,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51S96145591,JTD,Toyota,Camry,2025,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG789XBB559255,KMH,Hyundai,Santa Fe,2011,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12A7K612834,WBA,BMW,X3,2010,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB6KD889588,AHT,Toyota,Hilux,2019,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB1MB456246,AHT,Toyota,Fortuner,2021,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4563FD533278,KMH,Hyundai,Tucson,2015,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THE6M546249,1FA,Ford,Mustang,2014,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA123450MH358329,AFA,Ford,Ranger,2021,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THR7K996834,1FA,Ford,Explorer,2024,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THC6N266846,1FA,Ford,Mustang,2012,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55E9F265798,WA1,Audi,A4,2014,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THA0F687910,1FA,Ford,Escape,2010,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7P2E972468,WA1,Audi,A6,2023,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34M1D370699,WA1,Audi,A6,2021,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAABCDE7MG990606,AFA,Ford,Fiesta,2021,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAABCDE4LF705848,AFA,Ford,Focus,2020,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0123ED532040,KMH,Hyundai,Sonata,2014,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1236LD362402,KMH,Hyundai,i30,2020,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0128AB556842,KMH,Hyundai,i30,2010,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51C65114140,JTD,Toyota,RAV4,2012,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34D8K250032,WBA,BMW,X3,2013,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW344EW978050,ABM,BMW,3 Series,2014,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW7894LV313419,AAV,Volkswagen,Polo,2020,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55C1D890983,WA1,Audi,Q5,2012,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34S3M991988,WBA,BMW,318i,2025,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12C4A860826,WBA,BMW,X3,2012,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4562DA139138,KMH,Hyundai,Sonata,2013,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1237MA450264,KMH,Hyundai,Sonata,2021,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34A1A037286,WBA,BMW,320i,2010,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1235LA482144,KMH,Hyundai,Tucson,2020,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4567DC430268,KMH,Hyundai,i30,2013,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW788RW142308,ABM,BMW,X5,2024,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW12XPW138262,ABM,BMW,3 Series,2023,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1J1FG962499,AFA,Ford,Fiesta,2015,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB0GD505879,AHT,Toyota,Fortuner,2016,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDBR32S05658118,JTD,Toyota,RAV4,2025,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA123453AH109051,AFA,Ford,Focus,2010,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1233SD570275,1HG,Honda,CR-V,2025,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW7898NW548838,AAV,Volkswagen,Golf,2022,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKKXK423210,1FA,Ford,Escape,2019,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4567HV923654,AAV,Volkswagen,Tiguan,2017,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55HXN350393,WA1,Audi,A4,2017,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34B7A269589,WBA,BMW,X5,2011,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4566MX315557,AAV,Volkswagen,Tiguan,2021,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62F00304338,JTD,Toyota,Corolla,2015,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMN1M337584,1FA,Ford,Escape,2022,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0120GC281681,KMH,Hyundai,Sonata,2016,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1239KB530155,KMH,Hyundai,Santa Fe,2019,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THN9K429417,1FA,Ford,Escape,2022,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4564AD988093,1HG,Honda,Civic,2010,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678901EF608658,AFA,Ford,Focus,2014,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4569RD571273,1HG,Honda,Civic,2024,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51T51078131,JTD,Toyota,Yaris,2026,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40J10697058,JTD,Toyota,Yaris,2018,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4563AB085347,1HG,Honda,CR-V,2010,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB9JB866805,AHT,Toyota,Corolla,2018,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1238FW416701,AAV,Volkswagen,Touran,2015,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51S8F005286,WBA,BMW,X5,2025,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ012XTB771481,KMH,Hyundai,Tucson,2026,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7L0F859288,WA1,Audi,Q5,2020,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMM5N937277,1FA,Ford,F-150,2021,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW343FW253203,ABM,BMW,X5,2015,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW786NB843253,ABM,BMW,X5,2022,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMG9K626795,1FA,Ford,Explorer,2016,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4562HA090030,KMH,Hyundai,Sonata,2017,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW7898RW505218,AAV,Volkswagen,Polo,2024,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1JXFF907541,AFA,Ford,Fiesta,2015,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1230GX782339,AAV,Volkswagen,Golf,2016,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKE5K634678,1FA,Ford,Explorer,2014,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GBXFC167681,AHT,Toyota,Hilux,2015,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHLG7899TA251503,KMH,Hyundai,i30,2026,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW12XFW332935,ABM,BMW,X5,2015,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0123DB580244,KMH,Hyundai,Sonata,2013,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0124ND761567,KMH,Hyundai,Tucson,2022,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4565LX422209,AAV,Volkswagen,Polo,2020,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDBR32LX1439270,JTD,Toyota,RAV4,2020,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB7KB919211,AHT,Toyota,Fortuner,2019,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12H6K786515,WBA,BMW,X3,2017,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7E5E035637,WA1,Audi,A4,2014,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
